TargetWord,Prime,Unrelated,Length_Related,SubFreq_Related,LogSubFreq_Related,LogHAL_Related,OrthoN_Related,FreqGreater_Related,BGSum_Related,BGMean_Related,POS_Related,ELP_NT_RT_Related,ELP_N_Z_Related,ELP_NT_Acc_Related,Relation1_Related,Relation2_Related,FAS_Related,BAS_Related,CueFanOut_Related,LSA_Related,LSA_Unrelated,NT_200ms_RT_Related,NT_200ms_RT_Unrelated,NT_200ms_Z_Related,NT_200ms_Z_Unrelated,NT_200ms_Acc_Related,NT_200ms_Acc_Unrelated,NT_1200ms_RT_Related,NT_1200ms_RT_Unrelated,NT_1200ms_Z_Related,NT_1200ms_Z_Unrelated,NT_1200ms_Acc_Related,NT_1200ms_Acc,NT_200ms_RT_Priming_Related,NT_200ms_Z_Priming_Related,NT_200ms_Acc_Priming_Related,NT_1200ms_RT_Priming_Related,NT_1200ms_Z_Priming_Related,NT_1200ms_Acc_Priming_Related
machine,COPIER,FOSSIL,6,0.63,1.52,6.89,4,3,11460,2292,NN,628.04,-0.21,1,fpa,,0.236,0,14,0.38,-0.01,535.8,609,-0.003758541118,0.09415159913,1,1,520.969697,499.952381,0.09416445811,0.1250125747,0.9696969697,1,73.2,0.09791014025,0,-21.01731602,0.03084811657,-0.0303030303
mad,PISSED,THRONE,6,,,,,,,,,,,,category,,0.311,0.029,7,0.24,0.09,497.1538462,518.6037736,-0.1366743548,-0.3363075518,1,1,504,545.1724138,-0.3198043748,-0.1403659961,1,1,21.44992743,-0.199633197,0,41.17241379,0.1794383787,0
magazine,ISSUE,OODLES,5,34.14,3.24,11.68,0,,5608,1402,NN|VB,563.31,-0.65,0.96,,,0.104,0,24,0.24,,499.3636364,542.7142857,-0.383457915,0.2066531904,1,1,556.4545455,506.25,0.2635791556,0.04166793054,1,1,43.35064935,0.5901111054,0,-50.20454545,-0.2219112251,0
magic,MAGICIAN,PROMISE,8,7.65,2.59,7.6,0,,10923,1560.43,NN,728,-0.19,0.92,script,,0.226,0.034,12,0.54,0.26,537.3571429,531.55,-0.03011403404,-0.1623880525,1,1,435.8888889,537.1395349,-0.4087818683,0.05327179184,1,1,-5.807142857,-0.1322740185,0,101.250646,0.4620536602,0
maid,CLEANER,SECURE,7,6.92,2.55,8.33,3,1,17730,2955,JJ|NN,627.93,-0.45,1,unclassified,,0.061,0,27,0.1,0.15,504.0222222,606.3846154,-0.2722199853,0.06792092886,1,1,541.5714286,539.35,-0.02385701911,0.6085952959,1,1,102.3623932,0.3401409142,0,-2.221428571,0.632452315,0
mail,MAILMAN,THRESHOLD,7,2.88,2.17,5.85,0,,9299,1549.83,NN,586.14,-0.5,1,,,0.373,0,12,0.48,0.09,570.2916667,530.5172414,0.03782685389,0.1121898152,0.9583333333,0.9655172414,495.8461538,585.85,-0.1769324504,0.276997267,0.9230769231,1,-39.77442529,0.07436296128,-0.007183908046,90.00384615,0.4539297174,-0.07692307692
major,MINOR,FURY,5,12.82,2.82,10.17,2,0,11820,2955,JJ|NN,580.5,-0.64,1,antonym,,0.538,0.408,13,0.35,0.06,565.65,528,0.1686280383,-0.2075049469,1,1,535.6428571,644.76,0.01900789431,0.3263146709,1,1,-37.65,-0.3761329852,0,109.1171429,0.3073067766,0
make,CREATE,LABYRINTH,6,25.27,3.11,11.2,1,0,15729,3145.8,VB|NN,641.21,-0.33,1,synonym,,0.269,0.172,13,0.37,0.13,511.8857143,592.125,-0.4420032062,0.2864132864,1,1,581.6956522,536.8421053,-0.05803469913,-0.1886032983,0.9130434783,1,80.23928571,0.7284164926,0,-44.85354691,-0.1305685992,-0.08695652174
maker,MANUFACTURER,ARROW,12,1.78,1.96,9.56,2,0,21387,1944.27,NN,681.67,-0.36,1,synonym,,0.227,0,24,0.3,0.17,543.2222222,600.2142857,0.1905064485,-0.0197084066,0.9259259259,0.8571428571,497.3684211,531.2916667,0.07261035705,0.03730950348,1,0.9166666667,56.99206349,-0.2102148551,0.06878306878,33.92324561,-0.03530085357,0.08333333333
male,FEMALE,MOTHER,6,31.61,3.21,10.67,0,,9742,1948.4,JJ|NN,630.88,-0.35,0.96,category,,0.552,0.648,12,0.96,0.02,503.7142857,558.2608696,-0.1868320708,-0.04036113269,1,1,552.6315789,528.4210526,-0.02815802735,-0.1612219698,1,0.9473684211,54.54658385,0.1464709381,0,-24.21052632,-0.1330639424,0.05263157895
mall,PLAZA,CROCODILE,5,5.9,2.48,8.66,0,,3068,767,NN,606,-0.62,1,unclassifed,,0.23,0,13,0.22,0.04,582.1428571,540.4736842,0.07325323015,-0.1452315468,0.9523809524,1,521.6666667,599.1666667,-0.02819284193,0.3722472556,0.9166666667,0.9166666667,-41.66917293,-0.218484777,-0.04761904762,77.5,0.4004400975,0
man,MISTER,JUMP,6,45.61,3.37,7.69,5,2,18253,3650.6,NN,594.81,-0.55,1,synonym,,0.221,0,12,0.48,0.1,655,520.7692308,0.1845202363,-0.3216111447,1,1,528.8518519,506.1176471,-0.2230481528,-0.1832785872,1,1,-134.2307692,-0.506131381,0,-22.73420479,0.0397695656,0
manners,ETIQUETTE,FRIDAY,9,1.88,1.99,7.79,0,,13530,1691.25,NN,839.5,0.34,1,category,,0.444,0.166,11,0.19,0.21,552.8181818,536.7941176,0.3259356654,0.1483063788,1,1,574.0740741,522.76,0.1073860941,0.08331382938,1,1,-16.02406417,-0.1776292866,0,-51.31407407,-0.02407226476,0
many,VARIETY,DIRT,7,5.76,2.47,10.33,0,,9625,1604.17,NN,711.58,-0.28,0.96,synonym,,0.135,0,17,0.53,0.2,583.7741935,545.8888889,0.01610328822,-0.1545288354,0.9677419355,0.962962963,591.5789474,561.1818182,0.1643903717,0.1444245333,1,0.9393939394,-37.88530466,-0.1706321236,0.004778972521,-30.39712919,-0.0199658384,0.06060606061
map,ATLAS,DELINQUENT,5,1.02,1.72,8.58,0,,8072,2018,NN,648,-0.43,1,category,,0.527,0.024,10,0.71,-0.01,506.2380952,543.1025641,-0.1458384238,0.1841179428,1,1,560.9117647,491.4782609,-0.07949991837,-0.2014320569,1,1,36.86446886,0.3299563667,0,-69.43350384,-0.1219321385,0
marker,HIGHLIGHT,BASHFUL,9,1.55,1.9,8.07,0,,6827,853.38,VB|NN,633.96,-0.29,1,,,0.087,0,25,0.16,-0.09,573.125,673.8461538,0.05979100991,0.3177540707,1,0.9230769231,538.0571429,527.2222222,-0.01401404678,0.0227804793,0.9714285714,0.962962963,100.7211538,0.2579630608,0.07692307692,-10.83492063,0.03679452608,0.008465608466
market,STOCK,COMPUTE,5,25.49,3.11,10.68,6,0,6522,1630.5,NN|VB,659.56,-0.3,1,fpa,,0.154,0.014,21,0.41,-0.04,531.0526316,538.5555556,-0.1776304814,-0.06644794862,1,1,519.6153846,519.3023256,-0.3082477661,-0.2107488133,1,1,7.502923977,0.1111825328,0,-0.313059034,0.09749895279,0
marriage,THRESHOLD,PRISONER,9,2.76,2.15,8,0,,14720,1840,NN,655.81,-0.28,0.96,unclassifed,,0.133,0,22,0.05,0.04,625.5,526.65,0.3924578688,0.2313393191,1,1,545.9722222,578.5238095,0.2082998911,0.2950410453,1,1,-98.85,-0.1611185497,0,32.5515873,0.08674115416,0
marry,SINGLE,SOIL,6,72.08,3.57,11.46,5,0,16364,3272.8,JJ|NN|RB|VB,642.46,-0.36,1,antonym,,0.197,0.033,11,0.2,0.03,543.1428571,594.4230769,-0.01792431954,0.3110898816,1,1,516.85,544.5769231,0.09148103401,0.163247674,1,1,51.28021978,0.3290142012,0,27.72692308,0.07176664001,0
massage,RUB,GREASE,3,15.45,2.9,8.35,14,5,1041,520.5,VB|NN,549.57,-0.76,1,synonym,,0.158,0.167,23,0.16,0.18,668.0416667,651.6923077,0.9074571979,1.200794458,0.9583333333,0.9230769231,573.9142857,645.4642857,0.5156719665,1.285979025,0.9714285714,0.8214285714,-16.34935897,0.2933372604,0.03525641026,71.55,0.770307059,0.15
material,CLOTH,FAME,5,6.1,2.49,9.32,1,0,4276,1069,NN,620.26,-0.48,1,supraordinate,,0.206,0.15,21,0.24,0.05,552.4583333,635.56,0.1590435979,0.597476204,1,1,575.0454545,574.8928571,0.3391046838,0.2747298293,1,1,83.10166667,0.4384326061,0,-0.1525974026,-0.06437485445,0
math,CALCULATOR,EMBARRASS,10,1.29,1.83,8.26,0,,16960,1884.44,NN,649,-0.37,1,functional property,,0.496,0.012,12,0.23,0.04,534.52,570.6486486,-0.2023580458,0.1040090296,1,0.972972973,554.625,483.3478261,0.02920869228,-0.3724741525,1,1,36.12864865,0.3063670753,0.02702702703,-71.27717391,-0.4016828448,0
maybe,MIGHT,DYNAMITE,5,516.35,4.42,12.53,7,1,3001,750.25,VB|NN,554.71,-0.7,0.97,synonym,,0.209,0.026,16,0.35,0.13,526.95,523.225,-0.4391654204,-0.05556562983,1,0.95,621.5833333,492.3333333,0.3107744805,-0.07134529018,1,1,-3.725,0.3835997906,0.05,-129.25,-0.3821197707,0
maze,LABYRINTH,COBRA,9,0.8,1.62,7.02,0,,17267,2158.38,NN,741.38,-0.11,0.92,synonym,,0.465,0.016,9,0.37,0.1,552.1538462,570.88,0.1546880719,0.1131534974,1,1,512,546.9230769,-0.2164184917,0.1230161119,0.9743589744,1,18.72615385,-0.04153457445,0,34.92307692,0.3394346036,-0.02564102564
me,SELF,BEAUTY,4,14.16,2.86,10.29,2,1,3866,1288.67,NN,630.41,-0.41,1,synonym,,0.479,0.013,13,0.08,0.19,522.3157895,606.5909091,-0.2972636764,-0.04230533626,1,1,540.8461538,592.64,0.07110033289,0.5083319474,1,1,84.27511962,0.2549583401,0,51.79384615,0.4372316146,0
mean,HARSH,IGLOO,5,7.1,2.56,8.5,1,1,6874,1718.5,JJ,521.19,-0.87,1,category,,0.212,0,17,0.14,0.03,483.047619,588.7241379,-0.2253123611,0.3141639792,1,1,529.8846154,561.0909091,-0.1414973439,0.4157719089,0.9615384615,1,105.6765189,0.5394763403,0,31.20629371,0.5572692528,-0.03846153846
meaning,DEFINITION,GUN,10,5.8,2.47,11.61,0,,26329,2925.44,NN,736.7,-0.08,1,synonym,,0.229,0.27,9,0.6,0.01,550.76,550.6774194,0.216958872,-0.01909189119,1,1,760.5882353,549.92,0.858382991,0.0377127336,1,0.96,-0.08258064516,-0.2360507632,0,-210.6682353,-0.8206702574,0.04
meat,RAW,CHIP,3,10.18,2.72,9.42,13,6,3336,1668,JJ|NN,561.11,-0.73,1,fpa,,0.336,0.013,20,0.28,0.1,566.3428571,508.7419355,0.04194462489,-0.1440358882,1,0.9677419355,701.1111111,631.6666667,0.08317311967,0.4978625523,1,0.9444444444,-57.60092166,-0.1859805131,0.03225806452,-69.44444444,0.4146894326,0.05555555556
medicine,OINTMENT,NYLON,8,1.63,1.92,6.41,0,,18930,2704.29,NN,650.89,-0.27,0.96,supraordinate,,0.156,0,20,0.1,0.08,611.9375,561,0.5562276793,0.2641429738,1,0.9677419355,494.375,518.9090909,-0.08504811581,0.1110319374,0.9583333333,1,-50.9375,-0.2920847055,0.03225806452,24.53409091,0.1960800533,-0.04166666667
meet,INTRODUCE,SIX,9,34.73,3.25,9.06,0,,16729,2091.13,VB,633.12,-0.55,1,unclassified,,0.381,0.076,15,0.26,0.25,551.3846154,553.8888889,0.0880313293,0.02284027445,1,1,581.7446809,568.6153846,0.1200559574,0.09657807568,1,1,2.504273504,-0.06519105484,0,-13.12929624,-0.02347788175,0
meeting,CONFERENCE,RUM,10,25.41,3.11,10.85,0,,25536,2837.33,NN,710.41,0.07,1,synonym,,0.39,0.274,11,0.55,0.1,627,527.3888889,0.319845887,-0.2086244469,1,1,674.65,642.3,0.4932054039,0.44780804,1,1,-99.61111111,-0.5284703339,0,-32.35,-0.04539736391,0
men,WOMEN,GUITAR,5,195.65,4,11.62,2,0,7112,1778,NN,577.89,-0.74,1,antonym,category,0.45,0.614,13,0.66,0.02,530.5142857,501.7142857,-0.3749161596,-0.3021840595,0.9714285714,0.9523809524,512.4878049,535.952381,-0.1317086255,0.02612982916,1,1,-28.8,0.07273210011,0.01904761905,23.46457607,0.1578384546,0
messy,SLOB,QUANTITY,4,3.57,2.26,5.94,7,6,2258,752.67,NN|VB,645.46,-0.35,1,synonym,,0.243,0.028,14,-0.01,0.03,521.1111111,599.1612903,-0.2217773831,0.05030663647,1,1,508.1290323,536.9047619,-0.2571977669,-0.002763093513,1,1,78.05017921,0.2720840195,0,28.77572965,0.2544346733,0
metal,STEEL,SUBTRACTION,5,18.45,2.97,9.82,4,0,10564,2641,NN|VB,647.61,-0.19,1,supraordinate,,0.308,0.121,17,0.48,-0.01,585.4615385,541.5185185,-0.01072530971,-0.06787850236,1,1,642.1428571,514.9,0.6705121754,-0.03938649265,1,1,-43.94301994,-0.05715319265,0,-127.2428571,-0.7098986681,0
middle,CENTER,SUMMER,6,45.78,3.37,11.38,1,0,19023,3804.6,NN|VB,580.37,-0.63,1,synonym,,0.432,0.117,11,0.25,0.14,537.0909091,500.96875,0.04772149894,-0.1904606765,0.9090909091,1,523.7297297,472,-0.1035621853,-0.4123788578,1,1,-36.12215909,-0.2381821755,-0.09090909091,-51.72972973,-0.3088166725,0
mile,KILOMETER,BELIEVE,9,0.39,1.32,5.98,0,,18196,2274.5,NN,748.89,0.06,1,category,,0.5,0.152,12,0.4,0.11,576.5,517.9615385,0.352723176,-0.06630993475,0.9615384615,1,489.2222222,527.75,-0.1438779867,-0.07116745826,1,1,-58.53846154,-0.4190331107,-0.03846153846,38.52777778,0.07271052844,0
milk,DAIRY,GLOBE,5,2.78,2.16,7.89,4,2,2896,724,NN,748.67,-0.09,0.96,supraordinate,,0.494,0.012,13,0.68,0,496.5882353,508.3333333,-0.2658485125,-0.2795204959,0.9705882353,1,491,514.85,-0.32623368,-0.2938075647,1,1,11.74509804,-0.01367198347,-0.02941176471,23.85,0.03242611529,0
mind,PSYCHOLOGY,VACATE,10,5.47,2.45,9.22,0,,6733,748.11,NN,735.07,0.21,1,unclassified,,0.273,0,14,0.23,0.09,550.1153846,513.6956522,0.1274843778,0.0580892086,1,1,514.6666667,579.3846154,-0.1504407145,0.2589962938,1,1,-36.41973244,-0.06939516919,0,64.71794872,0.4094370083,0
mine,OWN,CREATE,3,459.2,4.37,12.56,2,0,851,425.5,JJ|VB,582.64,-0.66,1,unclassifed,,0.217,0.048,16,0.23,0.05,586.5609756,497.3414634,0.04719930083,-0.3046822841,1,0.9512195122,589.6153846,515.3947368,0.04974870027,-0.2774295665,1,0.9473684211,-89.2195122,-0.3518815849,0.0487804878,-74.22064777,-0.3271782668,0.05263157895
minimum,MAXIMUM,JAW,7,7.76,2.6,10.02,0,,3791,631.83,NN,657.28,-0.4,1,antonym,,0.454,0.403,14,0.64,0.01,579.7083333,672.1785714,0.01940663426,0.7637031965,1,1,518.6923077,564.125,0.2151873627,0.1791905508,1,1,92.4702381,0.7442965622,0,45.43269231,-0.03599681183,0
minor,MAJOR,TRAIL,5,104.76,3.73,11.52,2,0,4596,1149,JJ|NN,589.26,-0.62,1,antonym,,0.408,0.538,10,0.35,0.04,529.6,562.1428571,-0.05175377936,0.02778351239,1,1,572.2857143,569,0.2013399538,0.3172430378,1,0.9642857143,32.54285714,0.07953729175,0,-3.285714286,0.115903084,0.03571428571
minus,PLUS,ANCESTOR,4,47.04,3.38,11.51,2,0,2826,942,minor,604.5,-0.51,1,antonym,,0.683,0.52,4,0.49,0,535.08,611.6666667,-0.113077734,0.4212848773,0.96,0.9523809524,542.76,549.5,0.1375263603,0.1487283136,1,1,76.58666667,0.5343626113,0.007619047619,6.74,0.0112019533,0
minute,HOUR,CIRCUS,4,162.29,3.92,10.75,7,2,4223,1407.67,NN,574.56,-0.73,1,category,,0.469,0.265,8,0.51,0.17,540.9,520,-0.1699656873,-0.03651563876,1,0.9545454545,517.9545455,545.4,-0.05342076571,0.07190643999,1,1,-20.9,0.1334500486,0.04545454545,27.44545455,0.1253272057,0
mirror,REFLECTION,NORM,10,5.02,2.41,8.41,2,0,23210,2578.89,NN,664.46,-0.34,1,instrument,,0.715,0.383,11,0.82,-0.03,589.8108108,531.8333333,0.2002830965,0.2779902393,0.9459459459,1,570.8846154,553.7941176,0.3128216223,0.1076906426,0.9230769231,1,-57.97747748,0.07770714283,-0.05405405405,-17.09049774,-0.2051309797,-0.07692307692
mist,FOG,ENTERTAIN,3,9.45,2.68,8.47,10,5,1096,548,NN|VB,585.58,-0.68,0.96,,,0.17,0.5,25,0.59,0.02,552.2,560.875,0.07173342682,0.08732695094,1,1,593.15625,507.4444444,0.2930050574,-0.07642402376,1,1,8.675,0.01559352412,0,-85.71180556,-0.3694290811,0
mistake,FOLLY,WART,5,1.45,1.88,7.13,9,5,5049,1262.25,NN,635.76,-0.4,0.89,synonym,,0.083,0,13,0.3,0.23,546.3243243,627.8333333,0.2297459135,0.7732489239,1,1,543.85,617.6666667,-0.06217437561,0.3977024723,1,1,81.50900901,0.5435030104,0,73.81666667,0.4598768479,0
misunderstand,CONFUSE,SUGGEST,7,4.76,2.39,8.54,0,,11323,1887.17,VB,673.22,-0.27,1,synonym,,0.081,,24,0.02,0.11,560.952381,638.0555556,0.7426216808,0.7626987927,1,0.9444444444,617.4318182,589.7916667,0.6744214794,0.9050953467,0.9772727273,1,77.1031746,0.02007711189,0.05555555556,-27.64015152,0.2306738673,-0.02272727273
mix,BLEND,SKIP,5,4.27,2.34,8.09,5,1,10174,2543.5,NN|VB,566.81,-0.69,1,synonym,,0.565,0.114,12,0.24,0.06,530.2592593,562.7619048,-0.3796675095,-0.08165596819,1,1,523.6551724,529.1515152,-0.1762870906,-0.0172237439,1,1,32.5026455,0.2980115413,0,5.496342738,0.1590633467,0
mixture,COMBINATION,HAVOC,11,11.98,2.79,9.93,0,,29130,2913,NN,657.04,-0.26,1,synonym,,0.182,0.149,16,0.31,0.04,581.12,560.4230769,0.3201877333,0.08163908318,0.96,1,523.7941176,523.3157895,0.05471258504,0.09676728901,0.9705882353,1,-20.69692308,-0.2385486502,-0.04,-0.4783281734,0.04205470397,-0.02941176471
mob,GANGSTER,MICROSCOPE,8,5.33,2.44,6.78,0,,22411,3201.57,NN,596.23,-0.52,1,supraordinate,,0.434,0.016,12,-0.01,0.02,499.3,566.2820513,-0.1883245687,0.02201309871,1,1,517.53125,516.5333333,-0.1557916467,-0.07242779507,1,0.9666666667,66.98205128,0.2103376674,0,-0.9979166667,0.08336385162,0.03333333333
modern,CONTEMPORARY,OPPORTUNITY,12,1.94,2,8.94,0,,26919,2447.18,JJ|NN,734.61,0.1,0.97,synonym,,0.313,0.061,15,0.59,0.16,518.4090909,551.3571429,-0.01201838771,0.0002786780666,1,1,515.3636364,537.3333333,0.02798008457,0.09675973239,1,1,32.94805195,0.01229706578,0,21.96969697,0.06877964781,0
mold,SHAPE,TUSK,5,30.24,3.19,10.05,6,1,4976,1244,NN|VB,616.93,-0.42,1,synonym,,0.167,0.06,18,0.21,-0.06,498.1,664.4117647,-0.3560767704,0.3550470082,1,1,531.2105263,532.6153846,0.1791294805,0.03072281578,1,1,166.3117647,0.7111237787,0,1.4048583,-0.1484066647,0
mom,DAD,ADVERB,3,507.25,4.41,9.38,15,7,1585,792.5,NN,568.78,-0.71,1,category,,0.71,0.759,5,0.94,-0.01,498.8333333,572.6585366,-0.2714266173,0.1468944096,1,1,508.6363636,553.8285714,-0.1273098329,0.1658124846,1,1,73.82520325,0.4183210269,0,45.19220779,0.2931223175,0
money,WALLET,TANGERINE,6,22.8,3.07,7.74,4,0,10115,2023,NN,560.46,-0.62,1,instrument,,0.63,0,10,0.44,0.01,687.8125,551.5789474,0.1713368198,-0.04054744631,0.96875,1,504.2,502.7307692,-0.05106447244,-0.2059828797,1,1,-136.2335526,-0.2118842661,-0.03125,-1.469230769,-0.1549184073,0
monk,MONASTERY,OPPOSITE,9,3.71,2.28,6.57,0,,23205,2900.63,NN,803.33,0.17,1,script,,0.462,0.095,7,0.76,0.13,527.52,535.6153846,-0.1025153575,0.009202898959,0.96,1,567.7037037,577.3913043,-0.08768911162,-0.07525584565,0.962962963,0.9565217391,8.095384615,0.1117182565,-0.04,9.687600644,0.01243326598,0.006441223833
monkey,PRIMATE,CHOOSE,7,0.69,1.56,7.63,1,1,15360,2560,NN,647.96,-0.21,0.96,category,,0.283,0,13,0.36,0.02,656.7692308,537.0208333,0.1395903679,-0.2021099386,1,1,440.4285714,499.5384615,-0.3366603382,-0.1473887716,1,1,-119.7483974,-0.3417003065,0,59.10989011,0.1892715665,0
monster,FRANKENSTEIN,GLOVES,12,,,,,,,,,,,,supraordinate,,0.559,0.133,13,0.2,0.03,511.3846154,524,-0.2157128981,-0.317712653,0.9230769231,1,497.2380952,493.75,-0.01020927857,-0.2692923879,1,1,12.61538462,-0.1019997549,-0.07692307692,-3.488095238,-0.2590831093,0
monthly,WEEKLY,BATHTUB,6,4.65,2.38,9.84,2,0,3099,619.8,JJ|RB,564.63,-0.62,1,category,,0.245,0.178,16,0.44,-0.02,529.8888889,571.5714286,-0.05080840424,0.6155659413,1,0.9285714286,516.35,554.5428571,-0.08275226929,0.1469807285,1,0.9142857143,41.68253968,0.6663743455,0.07142857143,38.19285714,0.2297329977,0.08571428571
moon,CRESCENT,PREMISES,8,1.41,1.86,7.53,0,,19170,2738.57,NN,680.92,-0.09,0.96,fpa,,0.524,0,9,0.41,0.01,541.4375,670.3529412,0.2722801408,0.5771468077,1,1,635.0909091,549.5,0.1152294804,0.3266354464,1,1,128.9154412,0.3048666669,0,-85.59090909,0.211405966,0
more,EXTRA,RIDICULOUS,5,59.16,3.48,10.93,0,,5526,1381.5,JJ|NN,571.5,-0.7,1,synonym,,0.377,0,18,0.48,0.33,532.5588235,587.48,-0.2511400075,0.2119847596,1,1,533.1666667,538.1304348,0.1373569651,-0.0302174905,1,1,54.92117647,0.4631247671,0,4.963768116,-0.1675744556,0
morning,DEW,HOST,3,2.14,2.04,7.19,8,4,2910,1455,NN,645.14,-0.48,1,bpa,,0.155,0.014,13,0.24,0.06,547.6071429,562.7,0.06086737242,0.06912105101,1,1,510,567.1111111,-0.004645165946,0.2965171447,1,1,15.09285714,0.008253678597,0,57.11111111,0.3011623107,0
most,LEAST,ROBE,5,207.76,4.03,12.21,6,0,10248,2562,JJ|RB|NN,573.5,-0.61,1,antonym,,0.459,0.216,11,0.59,0.12,525.2307692,537.8235294,-0.2053907107,0.1039645764,1,0.9411764706,501.8235294,592.2222222,-0.2606071914,0.1097595302,1,0.8518518519,12.59276018,0.3093552871,0.05882352941,90.39869281,0.3703667216,0.1481481481
motel,HOTEL,WEDNESDAY,5,103.22,3.72,9.92,1,0,8228,2057,NN,581.96,-0.64,1,category,,0.25,0.391,16,0.47,0.1,593.7941176,577.4571429,0.2026232048,0.2559398654,0.9705882353,1,514.8372093,527.7272727,-0.114689286,-0.1023234533,1,0.9090909091,-16.33697479,0.05331666059,-0.02941176471,12.89006342,0.01236583267,0.09090909091
mother,FATHER,SQUINT,6,554.49,4.45,10.55,4,1,13843,2768.6,NN|VB,659.04,-0.28,1,antonym,,0.706,0.597,4,0.55,0.18,509.6410256,485.3928571,-0.384234214,-0.4656603153,1,0.9642857143,479.2692308,513.4230769,-0.1687937415,-0.03435403488,1,1,-24.2481685,-0.08142610137,0.03571428571,34.15384615,0.1344397066,0
motion,MOVEMENT,STEP,8,14.84,2.88,10.33,0,,12992,1856,NN,598.95,-0.57,1,synonym,,0.155,0.229,16,0.32,0.05,498.5925926,545.4375,-0.3327495345,-0.01947307393,1,1,556.4565217,569.3888889,-0.120408748,0.07902394034,1,1,46.84490741,0.3132764606,0,12.93236715,0.1994326884,0
motorcycle,HELMET,LATCH,6,9.47,2.68,8.66,0,,6683,1336.6,NN,619.11,-0.49,1,bpa,,0.258,0.101,11,0.42,0.07,579,609.5454545,0.2930118064,0.2349027587,1,1,551.3589744,554.8888889,0.3482779027,0.06354731874,1,0.962962963,30.54545455,-0.05810904773,0,3.52991453,-0.2847305839,0.03703703704
mountain,HILL,FACULTY,4,37.55,3.28,10.35,14,5,4135,1378.33,NN,551.33,-0.82,1,category,,0.428,0.265,14,0.3,0.01,585.2857143,547.0714286,-0.02107699843,0.1172333028,1,1,508.3846154,540.7317073,-0.1551067033,-0.01771226547,1,0.9756097561,-38.21428571,0.1383103012,0,32.34709193,0.1373944378,0.0243902439
mountains,SMOKY,CARPET,5,0.67,1.54,6.15,1,1,1812,453,JJ,646.91,-0.19,0.92,fpa,,0.193,,16,0.09,0.02,576.8958333,538,0.1254846119,-0.108854305,1,1,559.8421053,576.9714286,0.2861611126,0.02934987946,1,1,-38.89583333,-0.234338917,0,17.12932331,-0.2568112331,0
mouse,SQUEAK,COLESLAW,6,2.37,2.09,6.25,1,1,3186,637.2,NN|VB,754.92,0.06,1,,,0.288,0,13,0.26,-0.07,553.5106383,699.2380952,-0.1010604831,0.7054753598,0.9787234043,0.9523809524,588.7307692,498.2941176,-0.1555947501,0.02854787992,0.8846153846,0.9411764706,145.7274569,0.8065358429,0.02634245187,-90.43665158,0.18414263,-0.05656108597
mouth,JAW,WEAVE,3,7.14,2.56,7.74,11,8,348,174,NN|VB,620.14,-0.47,1,category,,0.253,0,13,0.6,0.06,568.2352941,542.3235294,-0.3768312333,-0.01614256099,1,1,513.4242424,519,-0.3892125884,-0.1331103364,1,1,-25.91176471,0.3606886723,0,5.575757576,0.256102252,0
move,SHIFT,REPAIR,5,22.82,3.07,9.65,3,0,3044,761,NN|VB,680.92,-0.27,1,synonym,,0.324,0.011,10,0.2,0.09,660.9,732.1904762,0.157799722,0.5697309896,1,1,556.0625,518.5714286,0.01963879,0.07145709545,1,1,71.29047619,0.4119312676,0,-37.49107143,0.05181830544,0
movement,MOTION,ALONE,6,18.96,2.99,9.86,3,0,13760,2752,NN|VB,600.96,-0.57,1,synonym,,0.229,0.155,16,0.32,0.12,608.7962963,623.1666667,0.5130785496,0.4386644188,1,1,548,569.3846154,0.1476576993,0.3384505387,1,1,14.37037037,-0.07441413079,0,21.38461538,0.1907928395,0
movie,PRODUCTION,ATHLETIC,10,12.65,2.81,10.65,0,,17855,1983.89,NN,684.2,-0.25,1,bpa,,0.142,0,19,0.1,0.13,596.0625,593,0.3149874206,0.1693490486,1,1,512.04,703,0.0852380436,0.7287527615,1,0.9655172414,-3.0625,-0.145638372,0,190.96,0.6435147179,0.03448275862
mud,DIRT,SUBTLE,4,25.69,3.12,8.94,3,1,3689,1229.67,NN,564.15,-0.61,1,category,,0.276,0.599,18,0.5,0.06,498.2222222,505.5185185,-0.295844023,-0.1675833008,1,1,581.3461538,520.5,-0.01980481615,-0.03519253572,1,1,7.296296296,0.1282607223,0,-60.84615385,-0.01538771957,0
multiply,DIVIDE,RETREAT,6,5.84,2.48,8.75,1,1,6964,1392.8,VB|NN,585.41,-0.51,1,antonym,,0.253,0.456,15,0.28,-0.06,571.9230769,568.8823529,0.4156180741,0.2677400744,1,1,555.2608696,549.04,0.3358183433,0.1331184981,1,1,-3.040723982,-0.1478779997,0,-6.220869565,-0.2026998452,0
murder,KILL,AIR,4,452.57,4.36,11.17,13,2,3475,1158.33,VB|NN,557.46,-0.57,1,synonym,,0.287,0.564,19,0.3,0.02,532.3714286,537.2962963,-0.07824272467,0.04294297157,1,1,527.36,490.6,-0.03658056288,-0.03504467404,1,1,4.924867725,0.1211856962,0,-36.76,0.001535888842,0
murderer,KILLER,SAMPLE,6,62.86,3.51,9.52,4,2,13053,2610.6,NN,593.24,-0.69,1,synonym,,0.166,0.176,19,0.32,0.05,538.5333333,606.3103448,0.05192252635,0.5997448258,1,1,561.2758621,601.8928571,0.3181188666,0.5640473891,1,0.9285714286,67.77701149,0.5478222994,0,40.61699507,0.2459285225,0.07142857143
